Scientific,PC1,long,lat
Pitangus sulphuratus,-1.391873719,-47.957463,-25.127786
Pitangus sulphuratus,0.876725587,-42.277658,-22.53629
Pitangus sulphuratus,-1.303438448,-45.062541,-23.548369
Pitangus sulphuratus,0.658559985,-51.166857,-28.223141
Pitangus sulphuratus,-0.229191816,-47.113757,-22.818101
Pitangus sulphuratus,-3.849284999,-47.540472,-22.394068999999998
Pitangus sulphuratus,-1.279628943,-76.666667,7.766667
Pitangus sulphuratus,-2.407779786,-51.266667,-12.866667
Pitangus sulphuratus,-0.626299587,-38.4,-12.933333
Pitangus sulphuratus,-2.092673521,-42.858746,-20.802611
Pitangus sulphuratus,1.230054643,-47.933333,-15.95
Pitangus sulphuratus,1.58317178,-67.283333,-5.433333
Pitangus sulphuratus,1.823130663,-56.233333,-19.566667
Pitangus sulphuratus,3.718191181,-96.366667,19.6
Pitangus sulphuratus,0.691587674,-47.416667,-22.816667
Pitangus sulphuratus,-1.551943762,-47.5,-22.566667
Pitangus sulphuratus,-1.586393988,-47.2,-22.666667
Pitangus sulphuratus,2.152732518,-47.416667,-22.816667
Pitangus sulphuratus,0.278338968,-96.366667,19.6
Pitangus sulphuratus,0.37947017,-70.166667,2.666667
Pitangus sulphuratus,0.509525867,-48.292829,-18.982007
Pitangus sulphuratus,1.852212331,-60.66666667,-31.33333333
Pitangus sulphuratus,0.137667247,-40.033333,-19.76666
Pitangus sulphuratus,1.953797159,-46.6330555,-23.4619444
Pitangus sulphuratus,1.646642769,-53.58555,-29.6425
Pitangus sulphuratus,1.985670568,-96.38027778,19.6
Pitangus sulphuratus,3.901583782,-96.38027778,19.59027778
Pitangus sulphuratus,2.043291909,-51.00805556,-30.38086111
Pitangus sulphuratus,0.228818306,-47.543889,-22.3958
Piranga rubra,0.532163807,-76.639117,3.776116
Piranga rubra,0.742095868,-75.5666,4.71666667
Piranga rubra,-0.935703391,-84.8,10.3
Piranga rubra,-0.440100781,-75.416667,4.733333
Piranga rubra,0.314122938,-119.62216,37.724058
Piranga rubra,1.902095095,-76.666667,7.766667
Piranga rubra,-0.593093293,-84.016667,10.416667
Piranga rubra,0.500861939,-56.233333,-19.566667
Piranga rubra,-0.947202694,-96.366667,19.6
Piranga rubra,0.486652276,-47.416667,-22.816667
Piranga rubra,-1.821924356,-71.5356,-13.0506
Piranga rubra,-0.691805209,-75.5666,4.71666667
Piranga rubra,0.821513605,-96.38027778,19.6
Piranga rubra,0.684784675,-94.122,36.138
Piranga rubra,-1.013937633,-96.38027778,19.59027778
Piranga rubra,0.783273591,-83.63,9.33
Piranga rubra,-3.341887758,-83.51861111,10.56416667
Ploceus capensis,0.326545594,30.5944444,-30.26666
Ploceus capensis,-1.400498869,30.5944444,-30.26666
Ploceus capensis,0.700490468,30.5944444,-30.26666
Ploceus capensis,-1.697880377,30.5944444,-30.26666
Ploceus capensis,-1.676549083,30.5944444,-30.26666
Ploceus capensis,-0.670968627,19,-34
Prosthemadera novaeseelandiae,1.918365431,174.746111,-41.2944444
Prosthemadera novaeseelandiae,2.400680113,174.7975,-41.2925
Prosthemadera novaeseelandiae,0.359377832,169.4,-43.75
Prosthemadera novaeseelandiae,0.440099581,173.266,-41.312
Prosthemadera novaeseelandiae,-1.846272189,173.6,-42.38333333
Procnias nudicollis,0.00277251,-48.283333,-25.166667
Procnias nudicollis,1.025134153,-47.957463,-25.127786
Procnias nudicollis,-1.313806966,-47.796533,-23.916667
Procnias nudicollis,-1.680082419,-47.796533,-23.916667
Procnias nudicollis,-1.058096015,-47.796533,-23.916667
Procnias nudicollis,0.607286297,-40.033333,-19.76666
Procnias nudicollis,-2.709559866,-46.6330555,-23.4619444
Psarocolius angustifrons,0.527800341,-79.204371,-4.088486
Psarocolius angustifrons,-1.369690705,-79.204371,-4.088486
Psarocolius angustifrons,-0.384821214,-77.035261,-6.0294
Psarocolius angustifrons,-0.518853269,-75.373856,-10.548664
Psarocolius angustifrons,-2.059338671,-96.366667,19.6
Psarocolius angustifrons,0.894660224,-71.5356,-13.0506
Psarocolius angustifrons,-0.686640285,-71.5356,-13.0506
Psarocolius angustifrons,0.459949724,-71.5356,-13.0506
Psarocolius atrovirens,1.972977742,-75.373856,-10.548664
Psarocolius atrovirens,2.478653407,-63.516667,-16.4
Psarocolius atrovirens,-1.740509186,-67.526967,-16.410331
Psarocolius atrovirens,-1.177325403,-71.5356,-13.0506
Psarocolius atrovirens,0.043873231,-71.5356,-13.0506
Psarocolius atrovirens,-0.714695083,-71.5356,-13.0506
Psarocolius atrovirens,2.416691467,-71.5356,-13.0506
Psarocolius decumanus,-1.526528515,-77.035261,-6.0294
Psarocolius decumanus,2.530314655,-76.666667,7.766667
Psarocolius decumanus,1.337013033,-67.283333,-5.433333
Psarocolius decumanus,-2.364987818,-96.366667,19.6
Psarocolius decumanus,0.219002616,-67.526967,-16.410331
Pycnonotus barbatus,4.3309,34.786111,0.295833
Pycnonotus barbatus,2.73297374,34.783333,0.233333
Pycnonotus barbatus,3.584917944,34.783333,0.233333
Pycnonotus barbatus,4.002406398,34.783333,0.233333
Pycnonotus barbatus,-3.171667331,34.783333,0.233333
Pycnonotus barbatus,-0.627219694,33.828611,-10.60453
Pycnonotus barbatus,1.895265405,30.5944444,-30.26666
Pycnonotus barbatus,-3.876932388,30.5944444,-30.26666
Pycnonotus barbatus,3.5669852,30.5944444,-30.26666
Pycnonotus barbatus,4.620676562,30.5944444,-30.26666
Pycnonotus barbatus,4.57725298,30.5944444,-30.26666
Pycnonotus barbatus,4.312859418,30.5944444,-30.26666
Pycnonotus barbatus,-4.417221867,30.5944444,-30.26666
Pycnonotus barbatus,3.316840393,30.5944444,-30.26666
Pycnonotus barbatus,3.641863768,30.5944444,-30.26666
Pycnonotus barbatus,-2.606333356,-15.058,11.2459
Pycnonotus barbatus,3.058825802,8.975,9.875
Pteroglossus bailloni,-0.16958193,-42.858746,-20.802611
Pteroglossus bailloni,1.588655077,-47.796533,-23.916667
Pteroglossus bailloni,0.348975734,-47.796533,-23.916667
Pteroglossus bailloni,1.266025123,-47.796533,-23.916667
Pteroglossus bailloni,0.17668593,-46.6,-23.36667
Pycnonotus cafer,-1.159996699,92.366667,26.9
Pycnonotus cafer,-1.520179378,92.55,27.01667
Pycnonotus cafer,-0.841417678,-158.193056,21.536667
Pycnonotus cafer,-0.85987657,-157.873333,21.375833
Pycnonotus cafer,-1.464249602,-157.810833,21.338333
Pycnonotus cafer,-0.274375637,-158.040556,21.631944
Pycnonotus cafer,-3.070781178,79.85,10.3
Pycnonotus cafer,1.056282065,86.58333333,21.41666667
Pycnonotus cafer,-4.069221115,91.78878,22.47226
Pycnonotus cafer,-1.114658933,79.6,29.63333333
Pycnonotus cafer,-2.102632023,78.75,17.05
Pycnonotus cafer,1.16849833,92.83,27.1
Pycnonotus jocosus,0.879106965,92.366667,26.9
Pycnonotus jocosus,1.43378526,92.55,27.01667
Pycnonotus jocosus,0.735549552,-158.193056,21.536667
Pycnonotus jocosus,1.350654107,-157.873333,21.375833
Pycnonotus jocosus,-1.56248362,-158.144722,21.506667
Pycnonotus jocosus,1.248390454,-157.810833,21.338333
Pycnonotus jocosus,2.073655549,-158.040556,21.631944
Pycnonotus jocosus,1.056282065,86.58333333,21.41666667
Pycnonotus jocosus,-1.187681568,91.78878,22.47226
Pycnonotus jocosus,-1.143439819,78.75,17.05
Pycnonotus jocosus,2.184396863,101.2555556,21.925
Pycnonotus jocosus,-2.479123657,101.2722222,21.91666667
Pycnonotus jocosus,-2.204993392,101.2916667,21.90416667
Pycnonotus jocosus,-1.373765731,101.1694444,21.96388889
Pycnonotus jocosus,1.16849833,92.83,27.1
Pyroderus scutatus,-0.54131444,-75.5666,4.71666667
Pyroderus scutatus,-0.609873782,-48.283333,-25.166667
Pyroderus scutatus,2.968620026,-75.416667,4.733333
Pyroderus scutatus,-0.887721162,-47.528614,-23.952088
Pyroderus scutatus,-0.673140114,-47.957463,-25.127786
Pyroderus scutatus,-2.182075894,-47.796533,-23.916667
Pyroderus scutatus,-0.643465437,-47.796533,-23.916667
Pyroderus scutatus,-1.054068997,-47.796533,-23.916667
Pyroderus scutatus,-1.832769512,-46.6330555,-23.4619444
Pyroderus scutatus,-0.185480012,-75.5666,4.71666667
Ramphastos dicolorus,-1.227752114,-48.283333,-25.166667
Ramphastos dicolorus,-1.541804551,-67.283333,-5.433333
Ramphastos dicolorus,2.529412581,-47.528614,-23.952088
Ramphastos dicolorus,-0.398875268,-47.957463,-25.127786
Ramphastos dicolorus,-0.780898434,-47.796533,-23.916667
Ramphastos dicolorus,1.337545381,-47.796533,-23.916667
Ramphastos dicolorus,0.62012743,-47.796533,-23.916667
Ramphastos dicolorus,0.346240033,-46.6330555,-23.4619444
Ramphastos dicolorus,0.78821572,-53.58555,-29.6425
Ramphastos dicolorus,-1.561771837,-46.6,-23.36667
Ramphocelus carbo,-0.76099511,-47.1,-22.816667
Ramphocelus carbo,0.226325118,-77.035261,-6.0294
Ramphocelus carbo,-2.823506134,-47.592293,-22.480979
Ramphocelus carbo,-2.425488363,-47.204638,-22.671644
Ramphocelus carbo,3.48225879,-47.504987,-22.568342
Ramphocelus carbo,3.24106443,-47.610207,-22.708708
Ramphocelus carbo,-0.76099511,-47.113757,-22.818101
Ramphocelus carbo,-1.386194655,-47.540472,-22.394068999999998
Ramphocelus carbo,0.72362848,-51.266667,-12.866667
Ramphocelus carbo,0.303744458,-47.933333,-15.95
Ramphocelus carbo,1.566395017,-67.283333,-5.433333
Ramphocelus carbo,-3.05665061,-47.5,-22.566667
Ramphocelus carbo,2.876463029,-47.2,-22.666667
Ramphocelus carbo,1.864959559,-96.366667,19.6
Ramphocelus carbo,2.358742027,-70.166667,2.666667
Ramphocelus carbo,0.603202092,-48.383333,-19.166667
Ramphocelus carbo,3.303699885,-71.5356,-13.0506
Ramphocelus carbo,0.598803819,-71.5356,-13.0506
Ramphocelus carbo,0.081329419,-71.5356,-13.0506
Ramphocelus carbo,1.807488193,-71.5356,-13.0506
Ramphocelus carbo,-0.671480538,-47.543889,-22.3958
Ramphastos toco,1.79453569,-47.1,-22.816667
Ramphastos toco,-1.436382563,-47.504987,-22.568342
Ramphastos toco,1.79453569,-47.113757,-22.818101
Ramphastos toco,1.1609975,-47.540472,-22.394068999999998
Ramphastos toco,-0.608470132,-51.266667,-12.866667
Ramphastos toco,1.272140117,-47.933333,-15.95
Ramphastos toco,2.383083754,-67.283333,-5.433333
Ramphastos toco,-1.586393988,-47.2,-22.666667
Ramphastos toco,0.10227898,-64.67166667,-24.73
Rupicola peruvianus,0.201820073,-79.204371,-4.088486
Rupicola peruvianus,-0.860581252,-79.204371,-4.088486
Rupicola peruvianus,1.523751243,-75.416667,4.733333
Rupicola peruvianus,1.041835436,-63.516667,-16.4
Rupicola peruvianus,-1.564713618,-67.526967,-16.410331
Rupicola peruvianus,0.875586458,-71.5356,-13.0506
Rupicola peruvianus,-2.349487191,-71.5356,-13.0506
Rupicola peruvianus,-2.949618465,-71.5356,-13.0506
Rupicola peruvianus,-0.38274239,-71.5356,-13.0506
Saltator coerulescens,0.47194853,-77.035261,-6.0294
Saltator coerulescens,-1.279628943,-76.666667,7.766667
Saltator coerulescens,-0.18918346,-67.283333,-5.433333
Saltator coerulescens,2.587058056,-60.66666667,-31.33333333
Saltator coerulescens,2.223975163,-64.06666667,-23.03333333
Saltator maximus,-0.954101251,-79.204371,-4.088486
Saltator maximus,-1.222429552,-79.204371,-4.088486
Saltator maximus,1.614773287,-77.035261,-6.0294
Saltator maximus,3.496872625,-42.277658,-22.53629
Saltator maximus,0.27871993900000003,-76.666667,7.766667
Saltator maximus,-0.048568241,-36.05,-8.966667
Saltator maximus,3.317083314,-51.266667,-12.866667
Saltator maximus,-2.189000821,-47.933333,-15.95
Saltator maximus,1.329719913,-96.366667,19.6
Saltator maximus,-0.048568241,-36.05,-8.966667
Saltator maximus,0.27493059,-47.816667,-18.833333
Saltator maximus,-2.860462383,-40.033333,-19.76666
Saltator maximus,-1.177325403,-71.5356,-13.0506
Saltator maximus,-0.261048645,-71.5356,-13.0506
Saltator maximus,0.805779478,-71.5356,-13.0506
Saltator maximus,3.9698133,-83.63,9.33
Schiffornis virescens,0.77658903,-48.283333,-25.166667
Schiffornis virescens,-1.146769912,-47.528614,-23.952088
Schiffornis virescens,1.578698243,-43.883333,-21.7
Schiffornis virescens,1.230054643,-47.933333,-15.95
Schiffornis virescens,0.189750249,-47.796533,-23.916667
Schiffornis virescens,1.362860165,-47.796533,-23.916667
Schiffornis virescens,-0.44565477,-47.796533,-23.916667
Schiffornis virescens,1.205506028,-47.796533,-23.916667
Saltator similis,-1.794861277,-47.1,-22.816667
Saltator similis,-1.625563222,-47.1,-22.816667
Saltator similis,0.925673902,-67.283333,-5.433333
Saltator similis,2.211441446,-45.062541,-23.548369
Saltator similis,-0.023741236,-51.166857,-28.223141
Saltator similis,-1.625563222,-47.113757,-22.818101
Saltator similis,0.585991363,-51.266667,-12.866667
Saltator similis,1.658992886,-42.858746,-20.802611
Saltator similis,-1.513027505,-41.333333,-12.983333
Saltator similis,-1.875064715,-43.55,-19.25
Saltator similis,-1.343393071,-43.883333,-21.7
Saltator similis,2.411603279,-43.35,-21.616667
Saltator similis,-3.290100882,-47.933333,-15.95
Saltator similis,-1.038451316,-48.383333,-19.166667
Saltator similis,0.059276227,-47.796533,-23.916667
Saltator similis,-0.900954119,-47.796533,-23.916667
Saltator similis,0.652362315,-48.292829,-18.982007
Saltator similis,-1.497798193,-46.6330555,-23.4619444
Saltator similis,1.600728039,-53.58555,-29.6425
Saltator similis,-0.913836596,-51.00805556,-30.38086111
Schistochlamys ruficapillus,-1.536577625,-47.540472,-22.394068999999998
Schistochlamys ruficapillus,2.227870593,-41.333333,-12.983333
Schistochlamys ruficapillus,2.812739927,-43.55,-19.25
Schistochlamys ruficapillus,0.668471904,-48.292829,-18.982007
Sitta europaea,-1.486906918,23.816766,52.717234
Sitta europaea,-1.486906918,23.816766,52.717234
Sitta europaea,-1.509146125,23.789229,52.733813
Sitta europaea,-1.509146125,23.789229,52.733813
Sitta europaea,0.288339297,23.789229,52.733813
Sitta europaea,0.288339297,23.789229,52.733813
Sitta europaea,-0.976834927,23.622402,52.704294
Sitta europaea,-0.976834927,23.622402,52.704294
Sitta europaea,-1.377989791,23.877749,52.688673
Sitta europaea,-1.377989791,23.877749,52.688673
Sitta europaea,-1.086865667,23.833125,52.742522
Sitta europaea,-1.086865667,23.833125,52.742522
Sitta europaea,-0.688356904,23.822146,52.730643
Sitta europaea,-0.688356904,23.822146,52.730643
Sitta europaea,2.539102264,23.822146,52.730643
Sitta europaea,2.539102264,23.822146,52.730643
Sitta europaea,-1.510996428,23.826023,52.798711
Sitta europaea,-1.510996428,23.826023,52.798711
Sitta europaea,-0.325710065,23.729802,52.85407
Sitta europaea,-0.325710065,23.84074,52.691722
Sitta europaea,-0.766978065,-1.851371,53.056889
Sitta europaea,-0.176890556,-2.866349,37.927466
Sitta europaea,0.128842863,-2.792725,37.9409
Sitta europaea,-2.003037427,9.083889,51.015833
Sitta europaea,0.048626008,23.76672167,52.7725765
Sitta europaea,-0.688234701,23.76672167,52.7725765
Sitta europaea,-0.057910873,23.76672167,52.7725765
Sitta europaea,-0.176890556,130.5,30.333333
Sitta europaea,0.128842863,130.5,30.333333
Sitta europaea,-0.766978065,-1.333333,51.766667
Sitta europaea,-2.137308205,9.083889,51.015833
Stigmatopelia chinensis,-1.123826783,123.183333,10.683333
Stigmatopelia chinensis,-1.603667352,-157.810833,21.338333
Stigmatopelia chinensis,-1.727211718,-158.040556,21.631944
Stigmatopelia chinensis,0.217059337,79.85,10.3
Stigmatopelia chinensis,-0.189153367,121.5357,25.031
Stephanophorus diadematus,1.687692184,-52.366667,-30.416667
Stephanophorus diadematus,1.668489159,-51.166857,-28.223141
Stephanophorus diadematus,-0.232974048,-47.796533,-23.916667
Stephanophorus diadematus,1.517619643,-47.796533,-23.916667
Stephanophorus diadematus,0.593499623,-47.796533,-23.916667
Stephanophorus diadematus,-0.678394544,-53.58555,-29.6425
Spindalis portoricensis,0.186194674,-67.1104,18.469311
Spindalis portoricensis,2.227065207,-66.781944,18.296944
Spindalis portoricensis,3.102219264,-66.535556,18.258333
Spindalis portoricensis,-1.057041354,-66.591944,18.1725
Spindalis portoricensis,2.888287948,-66.558611,18.308333
Sturnus malabaricus,0.350572583,92.366667,26.9
Sturnus malabaricus,0.56356757,79.85,10.3
Sturnus malabaricus,-1.248860591,86.58333333,21.41666667
Sturnus malabaricus,-2.247987749,91.78878,22.47226
Sturnus malabaricus,-1.930922493,101.2555556,21.925
Sturnus malabaricus,0.951969218,101.2722222,21.91666667
Sturnus malabaricus,2.145012729,101.1694444,21.96388889
Sylvia borin,-1.47985948,23.809758,52.845312
Sylvia borin,-1.47985948,23.809758,52.845312
Sylvia borin,-1.018971354,23.816766,52.717234
Sylvia borin,-1.018971354,23.816766,52.717234
Sylvia borin,0.625390656,23.816766,52.717234
Sylvia borin,0.625390656,23.816766,52.717234
Sylvia borin,1.543050668,23.789229,52.733813
Sylvia borin,1.543050668,23.789229,52.733813
Sylvia borin,-0.677251953,23.772104,52.832209
Sylvia borin,-0.677251953,23.772104,52.832209
Sylvia borin,-2.121973945,23.84074,52.691722
Sylvia borin,-2.121973945,23.84074,52.691722
Sylvia borin,0.31548601,23.622402,52.704294
Sylvia borin,0.31548601,23.622402,52.704294
Sylvia borin,0.652298553,23.622402,52.704294
Sylvia borin,0.652298553,23.622402,52.704294
Sylvia borin,-0.116509924,23.877749,52.688673
Sylvia borin,-0.116509924,23.877749,52.688673
Sylvia borin,0.021276386,23.833125,52.742522
Sylvia borin,0.021276386,23.833125,52.742522
Sylvia borin,-0.720137929,23.822146,52.730643
Sylvia borin,-0.720137929,23.822146,52.730643
Sylvia borin,-0.471340764,23.826023,52.798711
Sylvia borin,-0.471340764,23.826023,52.798711
Sylvia borin,0.763921093,23.826023,52.798711
Sylvia borin,0.763921093,23.826023,52.798711
Sylvia borin,-0.325710065,23.729802,52.85407
Sylvia borin,-0.325710065,23.84074,52.691722
Sylvia borin,0.137826623,23.722445,52.872765
Sylvia borin,0.137826623,23.722445,52.872765
Sylvia borin,0.622684851,-8.4,40.316667
Sylvia borin,-1.58574102,-2.866349,37.927466
Sylvia borin,2.211019543,-2.792725,37.9409
Sylvia borin,0.018923611,34.786111,0.295833
Sylvia borin,1.474497954,9.083889,51.015833
Sylvia borin,-0.112103395,-1.851371,53.056889
Sylvia borin,1.557854168,23.76672167,52.7725765
Sylvia borin,1.374963023,23.76672167,52.7725765
Sylvia borin,1.020811959,23.76672167,52.7725765
Sylvia borin,0.785826024,-8.4,40.316667
Sylvia borin,1.077666237,-8.4,40.316667
Sylvia borin,1.414390751,-8.4,40.316667
Sylvia borin,0.493424197,-8.4,40.316667
Sylvia borin,1.163868988,34.783333,0.233333
Sylvia borin,1.404471859,33.828611,-10.60453
Sylvia borin,-1.58574102,130.5,30.333333
Sylvia borin,2.211019543,130.5,30.333333
Sylvia borin,1.670686626,9.083889,51.015833
Sylvia borin,-0.500738,-1.851371,53.056889
Sylvia borin,-1.220846395,30.5944444,-30.26666
Sylvia borin,-1.702072649,30.5944444,-30.26666
Sylvia borin,0.675927254,-8.4647,40.223333
Sylvia borin,-2.361602099,8.975,9.875
Sylvia borin,-0.129442145,3.66666,43.666666
Sylvia atricapilla,-1.533488183,23.653528,52.70307
Sylvia atricapilla,-1.533488183,23.653528,52.70307
Sylvia atricapilla,2.562164094,23.653528,52.70307
Sylvia atricapilla,2.562164094,23.653528,52.70307
Sylvia atricapilla,2.775300861,23.809758,52.845312
Sylvia atricapilla,2.775300861,23.809758,52.845312
Sylvia atricapilla,1.87672951,23.816766,52.717234
Sylvia atricapilla,1.87672951,23.816766,52.717234
Sylvia atricapilla,3.020860343,23.816766,52.717234
Sylvia atricapilla,3.020860343,23.816766,52.717234
Sylvia atricapilla,1.434124486,23.789229,52.733813
Sylvia atricapilla,1.434124486,23.789229,52.733813
Sylvia atricapilla,-1.829224925,23.789229,52.733813
Sylvia atricapilla,-1.829224925,23.789229,52.733813
Sylvia atricapilla,-2.218917649,23.772104,52.832209
Sylvia atricapilla,-2.218917649,23.772104,52.832209
Sylvia atricapilla,2.545625867,23.84074,52.691722
Sylvia atricapilla,2.545625867,23.84074,52.691722
Sylvia atricapilla,1.546068909,23.622402,52.704294
Sylvia atricapilla,1.546068909,23.622402,52.704294
Sylvia atricapilla,3.000459449,23.622402,52.704294
Sylvia atricapilla,3.000459449,23.622402,52.704294
Sylvia atricapilla,2.706861007,23.877749,52.688673
Sylvia atricapilla,2.706861007,23.877749,52.688673
Sylvia atricapilla,2.896296598,23.833125,52.742522
Sylvia atricapilla,2.896296598,23.833125,52.742522
Sylvia atricapilla,3.566942919,23.833125,52.742522
Sylvia atricapilla,3.566942919,23.833125,52.742522
Sylvia atricapilla,-0.688356904,23.822146,52.730643
Sylvia atricapilla,-0.688356904,23.822146,52.730643
Sylvia atricapilla,-2.257501492,23.822146,52.730643
Sylvia atricapilla,-2.257501492,23.822146,52.730643
Sylvia atricapilla,2.090527468,23.826023,52.798711
Sylvia atricapilla,2.090527468,23.826023,52.798711
Sylvia atricapilla,2.510116082,23.826023,52.798711
Sylvia atricapilla,2.510116082,23.826023,52.798711
Sylvia atricapilla,1.992064689,23.729802,52.85407
Sylvia atricapilla,1.992064689,23.84074,52.691722
Sylvia atricapilla,2.301278665,23.722445,52.872765
Sylvia atricapilla,2.301278665,23.722445,52.872765
Sylvia atricapilla,-2.016348208,-0.949832,37.560797
Sylvia atricapilla,-1.96313455,-8.4,40.316667
Sylvia atricapilla,-0.066856679,-1.851371,53.056889
Sylvia atricapilla,1.489242784,-2.866349,37.927466
Sylvia atricapilla,-1.109662896,-2.792725,37.9409
Sylvia atricapilla,1.34830305,-6.90265,42.813991
Sylvia atricapilla,-0.035608667,-1.333333,51.766667
Sylvia atricapilla,1.459375725,-25.185375,37.795017
Sylvia atricapilla,5.282800928,34.786111,0.295833
Sylvia atricapilla,-2.342827796,-47.113757,-22.818101
Sylvia atricapilla,-2.468883032,-5.5,43.3
Sylvia atricapilla,2.792711274,9.083889,51.015833
Sylvia atricapilla,2.251340609,-1.851371,53.056889
Sylvia atricapilla,3.227230012,23.76672167,52.7725765
Sylvia atricapilla,2.870601492,23.76672167,52.7725765
Sylvia atricapilla,2.615274736,23.76672167,52.7725765
Sylvia atricapilla,2.589193247,-8.4,40.316667
Sylvia atricapilla,2.424638216,-8.4,40.316667
Sylvia atricapilla,2.913359577,-8.4,40.316667
Sylvia atricapilla,3.03958759,-8.4,40.316667
Sylvia atricapilla,-0.748760475,-47.113757,-22.818101
Sylvia atricapilla,1.722344176,-47.113757,-22.818101
Sylvia atricapilla,-1.415641648,34.783333,0.233333
Sylvia atricapilla,1.489242784,130.5,30.333333
Sylvia atricapilla,-1.109662896,130.5,30.333333
Sylvia atricapilla,-0.066856679,-1.333333,51.766667
Sylvia atricapilla,3.078789915,9.083889,51.015833
Sylvia atricapilla,1.459375725,-25.185375,37.795017
Sylvia atricapilla,2.004242811,-1.851371,53.056889
Sylvia atricapilla,0.459070481,-1.851371,53.056889
Sylvia atricapilla,2.800126147,-8.4647,40.223333
Sylvia atricapilla,-2.945739654,-8.4647,40.223333
Sylvia atricapilla,2.783138289,-8.4647,40.223333
Sylvia atricapilla,-3.798728656,3.66666,43.666666
Sturnus vulgaris,1.394536568,-74.666728,40.331926
Sturnus vulgaris,2.837419697,-119.62216,37.724058
Sturnus vulgaris,-0.27727798,9.083889,51.015833
Sturnus vulgaris,1.050274508,-1.851371,53.056889
Sturnus vulgaris,-0.264538945,9.083889,51.015833
Sturnus vulgaris,1.010865123,3.66666,43.666666
Sturnus vulgaris,-0.726216946,174.7975,-41.2925
Sturnus vulgaris,-0.005917442,-88.24333,40.11639
Sturnus vulgaris,-0.384461015,19,-34
Sturnus vulgaris,0.549885261,-94.122,36.138
Sturnus vulgaris,2.500985784,173.266,-41.312
Sylvia communis,-0.834276864,-2.866349,37.927466
Sylvia communis,-1.510308321,34.786111,0.295833
Sylvia communis,-0.265504159,9.083889,51.015833
Sylvia communis,-0.773406067,-1.851371,53.056889
Sylvia communis,-0.585866593,-8.4,40.316667
Sylvia communis,-0.259242386,-8.4,40.316667
Sylvia communis,-0.824281422,-8.4,40.316667
Sylvia communis,-0.834276864,130.5,30.333333
Sylvia communis,-0.272266219,9.083889,51.015833
Sylvia communis,-1.189643631,-1.851371,53.056889
Sylvia communis,1.83148633,8.975,9.875
Sylvia communis,1.011802189,3.66666,43.666666
Sylvia undata,-0.570931618,-0.949832,37.560797
Sylvia undata,-0.972165355,-8.4,40.316667
Sylvia undata,-1.250397431,-8.4,40.316667
Sylvia undata,0.183916435,3.66666,43.666666
Tachyphonus coronatus,-1.038122059,-47.1,-22.816667
Tachyphonus coronatus,-2.681431963,-47.1,-22.816667
Tachyphonus coronatus,1.206556281,-48.283333,-25.166667
Tachyphonus coronatus,-1.391311034,-47.592293,-22.480979
Tachyphonus coronatus,-0.665950576,-47.427761,-22.825234
Tachyphonus coronatus,0.097085609,-47.204638,-22.671644
Tachyphonus coronatus,-0.744808655,-47.504987,-22.568342
Tachyphonus coronatus,0.429005809,-47.610207,-22.708708
Tachyphonus coronatus,3.247554916,-47.528614,-23.952088
Tachyphonus coronatus,-0.339274128,-42.277658,-22.53629
Tachyphonus coronatus,1.895578043,-45.062541,-23.548369
Tachyphonus coronatus,-2.681431963,-47.113757,-22.818101
Tachyphonus coronatus,2.453225942,-42.858746,-20.802611
Tachyphonus coronatus,0.948385461,-43.35,-21.616667
Tachyphonus coronatus,-0.651632351,-47.416667,-22.816667
Tachyphonus coronatus,-0.048269129,-47.5,-22.566667
Tachyphonus coronatus,0.202731946,-47.2,-22.666667
Tachyphonus coronatus,0.868837434,-70.166667,2.666667
Tachyphonus coronatus,-0.084865209,-47.796533,-23.916667
Tachyphonus coronatus,0.900827755,-47.796533,-23.916667
Tachyphonus coronatus,-1.269843485,-47.796533,-23.916667
Tachyphonus coronatus,1.082729603,-47.796533,-23.916667
Tachyphonus coronatus,-0.328545109,-46.6330555,-23.4619444
Tachyphonus coronatus,2.980067484,-53.58555,-29.6425
Tachyphonus rufus,0.973951573,-76.639117,3.776116
Tachyphonus rufus,-0.384821214,-77.035261,-6.0294
Tachyphonus rufus,2.018794838,-47.204638,-22.671644
Tachyphonus rufus,-2.068510645,-60.616667,11.283333
Tachyphonus rufus,0.365681129,-51.266667,-12.866667
Tachyphonus rufus,1.083593605,-51.266667,-12.866667
Tachyphonus rufus,-2.611991354,-47.933333,-15.95
Tachyphonus rufus,-1.578580259,-67.283333,-5.433333
Tachyphonus rufus,-2.657034852,-48.383333,-19.166667
Tachyphonus luctuosus,-0.655814059,-79.72,9.13
Tachyphonus luctuosus,1.908457085,-96.366667,19.6
Tachyphonus luctuosus,-0.655814059,130.5,30.333333
Tachyphonus luctuosus,-1.665575743,-83.63,9.33
Tachyphonus cristatus,-0.772115708,-79.204371,-4.088486
Tachyphonus cristatus,-2.71365791,-79.204371,-4.088486
Tachyphonus cristatus,2.582609624,-47.592293,-22.480979
Tachyphonus cristatus,0.03776183,-42.277658,-22.53629
Tachyphonus cristatus,-0.88069475,-47.796533,-23.916667
Tachyphonus cristatus,-1.325816128,-47.796533,-23.916667
Tachyphonus cristatus,-0.39274532,-48.295,-1.205555556
Tangara arthus,2.331234301,-76.639117,3.776116
Tangara arthus,1.296325457,-79.204371,-4.088486
Tangara arthus,1.2368076670000001,-79.204371,-4.088486
Tangara arthus,2.461272867,-75.5666,4.71666667
Tangara arthus,1.392950465,-75.416667,4.733333
