Scientific,PC1,long,lat
Myiarchus swainsoni,-0.373049381,-47.796533,-23.916667
Myiarchus swainsoni,-1.770022915,-60.66666667,-31.33333333
Myiarchus tyrannulus,-0.387019791,-47.610207,-22.708708
Myiarchus tyrannulus,-0.916485547,-56.233333,-19.566667
Myiarchus tyrannulus,-0.973896882,-96.366667,19.6
Myiarchus tyrannulus,0.212446632,-47.416667,-22.816667
Myiarchus tyrannulus,1.019494951,-40.033333,-19.76666
Myiarchus tyrannulus,2.177534216,-96.38027778,19.6
Myiarchus tyrannulus,-0.288809777,-96.38027778,19.59027778
Myiarchus tyrannulus,-2.160186345,-64.71,-22.27833333
Myiarchus tyrannulus,-1.566301405,-83.63,9.33
Myiarchus tuberculifer,-0.865951574,-84.8,10.3
Myiarchus tuberculifer,-1.899615851,-56.233333,-19.566667
Myiarchus tuberculifer,-0.464616744,-96.366667,19.6
Myiarchus tuberculifer,-0.986898119,-47.416667,-22.816667
Myiarchus tuberculifer,-1.147635329,-96.38027778,19.6
Myiarchus tuberculifer,-0.671698736,-96.38027778,19.59027778
Myiarchus tuberculifer,-1.665575743,-83.63,9.33
Myiodynastes luteiventris,-0.705505724,-84.8,10.3
Myiodynastes luteiventris,0.226325118,-77.035261,-6.0294
Myiodynastes luteiventris,-0.827912592,-76.666667,7.766667
Myiodynastes luteiventris,-0.27470184,-96.366667,19.6
Myiodynastes luteiventris,-0.363792151,-96.38027778,19.59027778
Myiodynastes luteiventris,-0.882648675,-83.63,9.33
Myiodynastes maculatus,-2.669314847,-52.366667,-30.416667
Myiodynastes maculatus,0.567846629,-47.1,-22.816667
Myiodynastes maculatus,-0.22173801,-47.1,-22.816667
Myiodynastes maculatus,0.85210791,-48.283333,-25.166667
Myiodynastes maculatus,1.09112334,-77.035261,-6.0294
Myiodynastes maculatus,0.343380105,-47.592293,-22.480979
Myiodynastes maculatus,0.440158444,-47.427761,-22.825234
Myiodynastes maculatus,1.389934788,-47.204638,-22.671644
Myiodynastes maculatus,-0.60448461,-43.224339,-22.860696
Myiodynastes maculatus,0.231488632,-47.528614,-23.952088
Myiodynastes maculatus,-1.073658784,-47.957463,-25.127786
Myiodynastes maculatus,-0.851681567,-42.277658,-22.53629
Myiodynastes maculatus,-1.446132593,-45.062541,-23.548369
Myiodynastes maculatus,0.658559985,-51.166857,-28.223141
Myiodynastes maculatus,-0.22173801,-47.113757,-22.818101
Myiodynastes maculatus,0.397195945,-47.540472,-22.394068999999998
Myiodynastes maculatus,1.601776074,-51.266667,-12.866667
Myiodynastes maculatus,1.250308119,-51.266667,-12.866667
Myiodynastes maculatus,0.19705003,-47.933333,-15.95
Myiodynastes maculatus,-1.526188214,-67.283333,-5.433333
Myiodynastes maculatus,0.546024788,-47.416667,-22.816667
Myiodynastes maculatus,1.096230844,-47.5,-22.566667
Myiodynastes maculatus,-0.199132091,-70.166667,2.666667
Myiodynastes maculatus,1.007463545,-47.796533,-23.916667
Myiodynastes maculatus,-2.112966526,-47.796533,-23.916667
Myiodynastes maculatus,-0.975827971,-47.796533,-23.916667
Myiodynastes maculatus,0.576107164,-47.796533,-23.916667
Myiodynastes maculatus,0.496598114,-46.6330555,-23.4619444
Myiodynastes maculatus,2.202602992,-53.58555,-29.6425
Myiodynastes maculatus,-0.713700131,-64.67166667,-24.73
Myiodynastes maculatus,-0.868885025,-64.86833333,-23.69333333
Myiodynastes maculatus,0.630522659,-64.06666667,-23.03333333
Myiodynastes maculatus,-2.160186345,-64.71,-22.27833333
Myiodynastes maculatus,-1.566261057,-83.63,9.33
Myiophobus fasciatus,1.817006709,-47.1,-22.816667
Myiophobus fasciatus,1.080325411,-47.1,-22.816667
Myiophobus fasciatus,-0.755088576,-77.035261,-6.0294
Myiophobus fasciatus,1.080325411,-47.113757,-22.818101
Myiophobus fasciatus,0.531464105,-47.540472,-22.394068999999998
Myiophobus fasciatus,1.019494951,-40.033333,-19.76666
Myiozetetes similis,0.252548545,-89.486184,18.506978
Myiozetetes similis,-0.767117743,-84.8,10.3
Myiozetetes similis,1.792266692,-77.035261,-6.0294
Myiozetetes similis,-1.780485564,-47.592293,-22.480979
Myiozetetes similis,-1.429743996,-47.204638,-22.671644
Myiozetetes similis,1.647579954,-47.610207,-22.708708
Myiozetetes similis,0.250210971,-47.528614,-23.952088
Myiozetetes similis,2.797950344,-42.277658,-22.53629
Myiozetetes similis,-0.399841046,-45.062541,-23.548369
Myiozetetes similis,1.616473054,-38.4,-12.933333
Myiozetetes similis,2.119652442,-56.233333,-19.566667
Myiozetetes similis,1.873496727,-96.366667,19.6
Myiozetetes similis,-0.283628876,-47.416667,-22.816667
Myiozetetes similis,-1.415492207,-47.5,-22.566667
Myiozetetes similis,2.679141847,-47.416667,-22.816667
Myiozetetes similis,1.621718476,-70.166667,2.666667
Myiozetetes similis,0.070069929,-40.033333,-19.76666
Myiozetetes similis,0.961657467,-46.6330555,-23.4619444
Myiozetetes similis,-2.28242447,-83.98333,10.43333
Myiozetetes similis,2.325499468,-96.38027778,19.6
Myiozetetes similis,1.814006114,-96.38027778,19.59027778
Myiozetetes similis,2.170499856,-83.63,9.33
Nemosia pileata,0.27035187,-47.592293,-22.480979
Nemosia pileata,0.459552774,-47.204638,-22.671644
Nemosia pileata,0.429005809,-47.610207,-22.708708
Nemosia pileata,0.775151545,-42.277658,-22.53629
Nemosia pileata,-1.103266766,-47.540472,-22.394068999999998
Nemosia pileata,-1.64274601,-51.266667,-12.866667
Nemosia pileata,-0.892308762,-51.266667,-12.866667
Nemosia pileata,-0.878389278,-38.4,-12.933333
Nemosia pileata,1.230054643,-47.933333,-15.95
Nemosia pileata,1.013424428,-47.5,-22.566667
Nemosia pileata,-0.170311863,-70.166667,2.666667
Nemosia pileata,1.019494951,-40.033333,-19.76666
Oriolus chinensis,0.831345558,92.366667,26.9
Oriolus chinensis,-0.599523075,123.183333,10.683333
Oriolus chinensis,-1.12461185,101.366667,14.433333
Oriolus chinensis,-0.542778876,101.416667,14.166667
Oriolus chinensis,-0.851306456,86.58333333,21.41666667
Oriolus chinensis,-0.542778876,101.4583,14.16667
Oriolus chinensis,-3.000525628,121.5357,25.031
Oriolus oriolus,-0.976834927,23.622402,52.704294
Oriolus oriolus,-0.976834927,23.622402,52.704294
Oriolus oriolus,-1.086865667,23.833125,52.742522
Oriolus oriolus,-1.086865667,23.833125,52.742522
Oriolus oriolus,-1.063617103,23.76672167,52.7725765
Oriolus oriolus,-1.198961251,23.76672167,52.7725765
Oriolus oriolus,0.59875331,92.775,27.30833
Oriolus oriolus,0.734753009,92.55,27.01667
Oriolus oriolus,1.438172672,79.85,10.3
Oriolus oriolus,1.625963325,79.6,29.63333333
Orthogonys chloricterus,1.867576001,-48.283333,-25.166667
Orthogonys chloricterus,-2.110962891,-47.528614,-23.952088
Orthogonys chloricterus,0.797483061,-47.796533,-23.916667
Orthogonys chloricterus,-2.548990778,-47.796533,-23.916667
Orthogonys chloricterus,-0.050748227,-47.796533,-23.916667
Oxyruncus cristatus,-0.524392936,-48.283333,-25.166667
Oxyruncus cristatus,-1.216921781,-47.528614,-23.952088
Oxyruncus cristatus,-1.526883811,-47.796533,-23.916667
Oxyruncus cristatus,-0.028692732,-47.796533,-23.916667
Oxyruncus cristatus,-0.717943527,-47.796533,-23.916667
Pachyramphus polychopterus,-1.539174258,-48.283333,-25.166667
Pachyramphus polychopterus,-1.84558654,-75.416667,4.733333
Pachyramphus polychopterus,-1.173477413,-42.277658,-22.53629
Pachyramphus polychopterus,0.658559985,-51.166857,-28.223141
Pachyramphus polychopterus,1.019494951,-40.033333,-19.76666
Pachyramphus polychopterus,-2.319574994,-53.58555,-29.6425
Pachyramphus polychopterus,-1.566301405,-83.63,9.33
Parula pitiayumi,-1.2067128,-76.639117,3.776116
Parula pitiayumi,-1.241444152,-79.204371,-4.088486
Parula pitiayumi,-1.89361073,-79.204371,-4.088486
Parula pitiayumi,-0.384821214,-77.035261,-6.0294
Parula pitiayumi,-1.305163522,-47.528614,-23.952088
Parula pitiayumi,-0.98020619,-45.062541,-23.548369
Parula pitiayumi,-1.953220048,-75.373856,-10.548664
Parula pitiayumi,-1.330428977,-70.166667,2.666667
Parula pitiayumi,0.12161289,-46.733333,-22.95
Parula pitiayumi,-0.919349745,-67.526967,-16.410331
Parula pitiayumi,-0.181340245,-65.33844,-26.78572
Parula pitiayumi,1.446231786,-65.625,-27.22666667
Parula pitiayumi,-0.877064519,-65.55,-26.6
Parula pitiayumi,-1.374100796,-64.86833333,-23.69333333
Parula pitiayumi,-0.669418802,-64.71,-22.27833333
Parotia lawesii,0.647396464,145.093333,-6.723333
Parotia lawesii,1.48210886,146.8,-7.214
Pachyramphus validus,-1.43131089,-46.733333,-22.95
Pachyramphus validus,-0.658005461,-47.796533,-23.916667
Pachyramphus validus,-1.20692642,-47.796533,-23.916667
Pachyramphus validus,-1.553002971,-46.6330555,-23.4619444
Pachyramphus validus,-0.253745528,-53.58555,-29.6425
Pachyramphus validus,-1.400766551,-65.55,-26.6
Pachyramphus validus,2.269263288,-65.77333333,-27.03
Pachyramphus validus,-2.160186345,-64.71,-22.27833333
Parus ater,-1.086865667,23.833125,52.742522
Parus ater,-1.086865667,23.833125,52.742522
Parus ater,0.751496879,-2.866349,37.927466
Parus ater,-0.736725726,-2.792725,37.9409
Parus ater,0.583372997,-47.113757,-22.818101
Parus ater,0.440952487,-5.5,43.3
Parus ater,-1.063617103,23.76672167,52.7725765
Parus ater,-1.198961251,23.76672167,52.7725765
Parus ater,0.751496879,130.5,30.333333
Parus ater,-0.736725726,130.5,30.333333
Parus caeruleus,1.655484621,-8.4,40.316667
Parus caeruleus,0.597391794,-1.851371,53.056889
Parus caeruleus,0.254370485,-2.866349,37.927466
Parus caeruleus,-0.068145785,-2.792725,37.9409
Parus caeruleus,0.884148909,-47.113757,-22.818101
Parus caeruleus,0.676525337,-5.5,43.3
Parus caeruleus,1.57368491,9.083889,51.015833
Parus caeruleus,0.149961885,-1.851371,53.056889
Parus caeruleus,-1.737407781,-8.4,40.316667
Parus caeruleus,-2.312472953,-8.4,40.316667
Parus caeruleus,-1.622956592,-8.4,40.316667
Parus caeruleus,0.254370485,130.5,30.333333
Parus caeruleus,-0.068145785,130.5,30.333333
Parus caeruleus,0.597391794,-1.333333,51.766667
Parus caeruleus,2.04733399,9.083889,51.015833
Parus caeruleus,1.319166986,-1.851371,53.056889
Parus caeruleus,-1.020817467,4.59,50.08
Parus palustris,0.493826356,23.653528,52.70307
Parus palustris,0.493826356,23.653528,52.70307
Parus palustris,-0.180794457,23.653528,52.70307
Parus palustris,-0.180794457,23.653528,52.70307
Parus palustris,-0.710393205,23.809758,52.845312
Parus palustris,-0.710393205,23.809758,52.845312
Parus palustris,-0.38006632,23.816766,52.717234
Parus palustris,-0.38006632,23.816766,52.717234
Parus palustris,-0.753422363,23.789229,52.733813
Parus palustris,-0.753422363,23.789229,52.733813
Parus palustris,-0.300179047,23.789229,52.733813
Parus palustris,-0.300179047,23.789229,52.733813
Parus palustris,0.590760469,23.772104,52.832209
Parus palustris,0.590760469,23.772104,52.832209
Parus palustris,-1.663450707,23.84074,52.691722
Parus palustris,-1.663450707,23.84074,52.691722
Parus palustris,0.31548601,23.622402,52.704294
Parus palustris,0.31548601,23.622402,52.704294
Parus palustris,-2.912926443,23.622402,52.704294
Parus palustris,-2.912926443,23.622402,52.704294
Parus palustris,0.643350253,23.877749,52.688673
Parus palustris,0.643350253,23.877749,52.688673
Parus palustris,1.381592977,23.833125,52.742522
Parus palustris,1.381592977,23.833125,52.742522
Parus palustris,-0.307489279,23.833125,52.742522
Parus palustris,-0.307489279,23.833125,52.742522
Parus palustris,2.46004368,23.822146,52.730643
Parus palustris,2.46004368,23.822146,52.730643
Parus palustris,0.328998178,23.822146,52.730643
Parus palustris,0.328998178,23.822146,52.730643
Parus palustris,0.930599774,23.826023,52.798711
Parus palustris,0.930599774,23.826023,52.798711
Parus palustris,-0.215429103,23.729802,52.85407
Parus palustris,-0.215429103,23.84074,52.691722
Parus palustris,-0.192707852,23.722445,52.872765
Parus palustris,-0.192707852,23.722445,52.872765
Parus palustris,2.320810752,-1.851371,53.056889
Parus palustris,0.583372997,-47.113757,-22.818101
Parus palustris,0.440952487,-5.5,43.3
Parus palustris,0.738841496,9.083889,51.015833
Parus palustris,-0.274552554,-1.851371,53.056889
Parus palustris,1.67762874,23.76672167,52.7725765
Parus palustris,1.785509124,23.76672167,52.7725765
Parus palustris,1.369158822,23.76672167,52.7725765
Parus palustris,2.320810752,-1.333333,51.766667
Parus palustris,0.683695258,9.083889,51.015833
Parus montanus,-0.781795024,23.789229,52.733813
Parus montanus,-0.781795024,23.789229,52.733813
Parus montanus,-1.089286852,23.826023,52.798711
Parus montanus,-1.089286852,23.826023,52.798711
Parus montanus,-2.011918951,9.083889,51.015833
Parus montanus,-2.354907155,-1.851371,53.056889
Parus montanus,-1.141656412,23.76672167,52.7725765
Parus montanus,-1.367169283,23.76672167,52.7725765
Parus montanus,-2.460983499,9.083889,51.015833
Parus major,-0.580223443,23.653528,52.70307
Parus major,-0.580223443,23.653528,52.70307
Parus major,1.482174594,23.809758,52.845312
Parus major,1.482174594,23.809758,52.845312
Parus major,0.29462308,23.816766,52.717234
Parus major,0.29462308,23.816766,52.717234
Parus major,-1.002625218,23.816766,52.717234
Parus major,-1.002625218,23.816766,52.717234
Parus major,-0.753422363,23.789229,52.733813
Parus major,-0.753422363,23.789229,52.733813
Parus major,-1.116341932,23.789229,52.733813
Parus major,-1.116341932,23.789229,52.733813
Parus major,-0.068559237,23.84074,52.691722
Parus major,-0.068559237,23.84074,52.691722
Parus major,0.418099987,23.622402,52.704294
Parus major,0.418099987,23.622402,52.704294
Parus major,-0.116509924,23.877749,52.688673
Parus major,-0.116509924,23.877749,52.688673
Parus major,-1.213403248,23.833125,52.742522
Parus major,-1.213403248,23.833125,52.742522
Parus major,0.044228852,23.833125,52.742522
Parus major,0.044228852,23.833125,52.742522
Parus major,-0.720137929,23.822146,52.730643
Parus major,-0.720137929,23.822146,52.730643
Parus major,-0.235918474,23.826023,52.798711
Parus major,-0.235918474,23.826023,52.798711
Parus major,0.930599774,23.826023,52.798711
Parus major,0.930599774,23.826023,52.798711
Parus major,0.198972262,23.729802,52.85407
Parus major,0.198972262,23.84074,52.691722
Parus major,-2.460161345,23.722445,52.872765
Parus major,-2.460161345,23.722445,52.872765
Parus major,-0.637890025,-1.851371,53.056889
Parus major,0.850267535,-2.866349,37.927466
Parus major,-0.738120323,-2.792725,37.9409
Parus major,-0.010823724,-47.113757,-22.818101
Parus major,-0.128467038,-5.5,43.3
Parus major,0.776064968,9.083889,51.015833
Parus major,-0.366189054,-1.851371,53.056889
Parus major,1.010781847,23.76672167,52.7725765
Parus major,0.372945472,23.76672167,52.7725765
Parus major,1.285758982,23.76672167,52.7725765
Parus major,0.850267535,130.5,30.333333
Parus major,-0.738120323,130.5,30.333333
Parus major,-0.637890025,-1.333333,51.766667
Parus major,0.645233955,9.083889,51.015833
Parus major,-0.239683882,-1.851371,53.056889
Parus major,-1.070273666,-8.4647,40.223333
Parus major,-0.048169592,4.59,50.08
Parus major,1.878366151,91.78878,22.47226
Parus major,1.625963325,79.6,29.63333333
Patagioenas cayennensis,-0.985107705,-48.283333,-25.166667
Patagioenas cayennensis,-0.440100781,-75.416667,4.733333
Patagioenas cayennensis,-1.920934452,-42.277658,-22.53629
Patagioenas cayennensis,-1.402327574,-48.292829,-18.982007
Patagioenas fasciata,0.048611696,-76.639117,3.776116
Patagioenas fasciata,-2.097788921,-79.204371,-4.088486
Patagioenas fasciata,1.817394351,-79.204371,-4.088486
Patagioenas fasciata,-1.306827095,-75.5666,4.71666667
Patagioenas fasciata,-0.053599583,-84.8,10.3
Patagioenas fasciata,1.018255398,-119.62216,37.724058
Patagioenas fasciata,-0.828447439,-67.526967,-16.410331
Patagioenas fasciata,-1.707597558,-71.5839,-13.1681
Patagioenas fasciata,-1.206543998,-71.5839,-13.1681
Patagioenas fasciata,-1.32318787,-71.5839,-13.1681
Patagioenas fasciata,1.272414007,-75.5666,4.71666667
Patagioenas fasciata,2.10761975,-65.88833333,-27.25
Patagioenas flavirostris,-1.204950847,-84.8,10.3
Patagioenas flavirostris,0.043988572,-96.366667,19.6
Patagioenas flavirostris,-0.072660527,-47.416667,-22.816667
Patagioenas flavirostris,-0.202030745,-96.38027778,19.6
Patagioenas flavirostris,-0.248225892,-96.38027778,19.59027778
Patagioenas picazuro,-1.385666473,-48.283333,-25.166667
Patagioenas picazuro,1.570232404,-47.592293,-22.480979
Patagioenas picazuro,1.850549435,-47.204638,-22.671644
Patagioenas picazuro,-1.213841909,-47.504987,-22.568342
Patagioenas picazuro,-0.804481228,-43.224339,-22.860696
Patagioenas picazuro,2.646974574,-47.540472,-22.394068999999998
Patagioenas picazuro,0.799741794,-47.5,-22.566667
Patagioenas picazuro,-0.707023545,-47.2,-22.666667
Patagioenas picazuro,-1.330428977,-70.166667,2.666667
Patagioenas picazuro,-0.986900803,-48.292829,-18.982007
Penelope montagnii,-1.489886405,-75.416667,4.733333
Penelope montagnii,1.034983258,-75.373856,-10.548664
Penelope montagnii,-2.073782539,-63.516667,-16.4
Penelope montagnii,2.595617028,-67.526967,-16.410331
Penelope montagnii,-3.673351088,-71.5356,-13.0506
Penelope montagnii,-0.293546397,-71.5356,-13.0506
Penelope montagnii,-1.116834111,-71.5356,-13.0506
Penelope montagnii,0.71445384,-71.5356,-13.0506
Penelope montagnii,-0.397003932,-71.5839,-13.1681
Penelope montagnii,-1.001626031,-71.5839,-13.1681
Penelope montagnii,-1.49948749,-71.5839,-13.1681
Penelope montagnii,-0.655066809,-71.5839,-13.1681
Patagioenas plumbea,-1.990803758,-48.283333,-25.166667
Patagioenas plumbea,-1.643890375,-47.528614,-23.952088
Patagioenas plumbea,1.230054643,-47.933333,-15.95
Patagioenas plumbea,1.216134957,-96.366667,19.6
Patagioenas plumbea,0.125746555,-47.796533,-23.916667
Patagioenas plumbea,-0.027737276,-47.796533,-23.916667
Patagioenas plumbea,-0.122222707,-47.796533,-23.916667
Patagioenas plumbea,-0.457360548,-67.526967,-16.410331
Patagioenas plumbea,0.15480307,-71.5356,-13.0506
Patagioenas plumbea,-3.120577965,-71.5356,-13.0506
Patagioenas plumbea,-3.278323297,-71.5356,-13.0506
Patagioenas plumbea,2.416691467,-71.5356,-13.0506
Patagioenas plumbea,0.17668593,-46.6,-23.36667
Patagioenas squamosa,0.053790864,-67.1104,18.469311
Patagioenas squamosa,0.253118469,-66.781944,18.296944
Patagioenas squamosa,-0.588633527,-66.535556,18.258333
Patagioenas squamosa,0.249482591,-66.591944,18.1725
Patagioenas squamosa,-1.439864297,-66.558611,18.308333
Penelope obscura,-2.150059986,-48.283333,-25.166667
Penelope obscura,-0.602980989,-47.528614,-23.952088
Penelope obscura,-1.027915908,-47.957463,-25.127786
Penelope obscura,0.959148968,-42.858746,-20.802611
Penelope obscura,-1.108835334,-46.733333,-22.95
Penelope obscura,-1.088422914,-47.796533,-23.916667
Penelope obscura,-0.52334561,-47.796533,-23.916667
Penelope obscura,-1.147713734,-47.796533,-23.916667
Penelope obscura,0.367413476,-47.796533,-23.916667
Penelope obscura,-0.881099765,-46.6330555,-23.4619444
Penelope obscura,0.0465493,-53.58555,-29.6425
Penelope obscura,0.24272776,-65.88833333,-27.25
Penelope obscura,0.10227898,-64.67166667,-24.73
Penelope obscura,-1.108745164,-64.69333333,-24.75666667
Penelope obscura,-0.989609378,-64.44833333,-24.09833333
Penelope superciliaris,2.03482776,-47.1,-22.816667
Penelope superciliaris,-2.142937478,-48.283333,-25.166667
Penelope superciliaris,-0.76417985,-47.957463,-25.127786
Penelope superciliaris,2.03482776,-47.113757,-22.818101
Penelope superciliaris,-1.653336106,-51.266667,-12.866667
Penelope superciliaris,0.525822996,-47.933333,-15.95
Pheucticus aureoventris,1.123883684,-63.516667,-16.4
Pheucticus aureoventris,-0.924267909,-46.733333,-22.95
Pheucticus aureoventris,-1.500442679,-67.526967,-16.410331
Pheucticus aureoventris,-1.00846208,-65.77333333,-27.03
Pheucticus aureoventris,-1.434074873,-64.44833333,-24.09833333
Pheucticus aureoventris,0.303477637,-64.71,-22.27833333
Pheucticus aureoventris,-2.262428085,-73.45666667,5.61
Phoenicurus phoenicurus,-0.48463539,-2.866349,37.927466
Phoenicurus phoenicurus,0.867258826,-2.792725,37.9409
Phoenicurus phoenicurus,-0.497714519,34.786111,0.295833
Phoenicurus phoenicurus,-1.218137536,9.083889,51.015833
Phoenicurus phoenicurus,-0.48463539,130.5,30.333333
Phoenicurus phoenicurus,0.867258826,130.5,30.333333
Phoenicurus phoenicurus,-1.363467271,9.083889,51.015833
Phoenicurus phoenicurus,0.497080978,3.66666,43.666666
Pheucticus ludovicianus,-0.961084478,-76.639117,3.776116
Pheucticus ludovicianus,-2.891195259,-75.5666,4.71666667
Pheucticus ludovicianus,-1.014154424,-84.8,10.3
Pheucticus ludovicianus,-0.440100781,-75.416667,4.733333
Pheucticus ludovicianus,-0.592145323,-79.271797,40.160169
Pheucticus ludovicianus,-1.354099458,-84.016667,10.416667
Pheucticus ludovicianus,-0.947202694,-96.366667,19.6
Pheucticus ludovicianus,2.975976183,-75.5666,4.71666667
Pheucticus ludovicianus,-1.013937633,-96.38027778,19.59027778
Pheucticus ludovicianus,0.572893762,-83.63,9.33
Phyllastrephus hypochloris,1.823837729,34.786111,0.295833
Phyllastrephus hypochloris,-1.807806067,34.783333,0.233333
Phyllastrephus hypochloris,-1.343478541,34.783333,0.233333
Phyllastrephus hypochloris,1.842777172,34.783333,0.233333
Phylloscopus budongoensis,1.660355098,34.786111,0.295833
Phylloscopus budongoensis,-2.295233783,34.783333,0.233333
Phylloscopus trochilus,0.31548601,23.622402,52.704294
Phylloscopus trochilus,0.31548601,23.622402,52.704294
Phylloscopus trochilus,-0.79367749,23.833125,52.742522
Phylloscopus trochilus,-0.79367749,23.833125,52.742522
Phylloscopus trochilus,-1.929513876,23.833125,52.742522
Phylloscopus trochilus,-1.929513876,23.833125,52.742522
Phylloscopus trochilus,-1.427508325,23.822146,52.730643
Phylloscopus trochilus,-1.427508325,23.822146,52.730643
Phylloscopus trochilus,-1.510996428,23.826023,52.798711
Phylloscopus trochilus,-1.510996428,23.826023,52.798711
Phylloscopus trochilus,2.100404422,34.786111,0.295833
Phylloscopus trochilus,-1.117685194,23.76672167,52.7725765
Phylloscopus trochilus,-2.063200191,23.76672167,52.7725765
Phylloscopus trochilus,-2.018778618,23.76672167,52.7725765
Phylloscopus trochilus,0.388812434,34.783333,0.233333
Phylloscopus trochilus,2.918710085,34.783333,0.233333
Phylloscopus trochilus,0.827320417,34.783333,0.233333
Phylloscopus trochilus,-1.254291043,34.783333,0.233333
Phylloscopus trochilus,-1.508364222,30.5944444,-30.26666
Phylloscopus trochilus,-0.459501641,8.975,9.875
Piaya cayana,-1.395130125,-76.639117,3.776116
Piaya cayana,-0.642314406,-75.5666,4.71666667
Piaya cayana,1.538699438,-77.035261,-6.0294
Piaya cayana,2.002237737,-47.540472,-22.394068999999998
Piaya cayana,-0.726075569,-96.366667,19.6
Piaya cayana,-0.038831576,-96.366667,19.6
Piaya cayana,1.697586908,-40.033333,-19.76666
Piaya cayana,0.702039407,-75.5666,4.71666667
Piaya cayana,-2.19767369,-96.38027778,19.6
Piaya cayana,-1.526907241,-96.38027778,19.59027778
Piaya cayana,-0.48764371,-48.29027778,-1.213888889
Pica pica,-1.245919427,-2.866349,37.927466
Pica pica,1.051327873,-2.792725,37.9409
Pica pica,-0.719204008,9.083889,51.015833
Pica pica,0.101904479,-1.851371,53.056889
Pica pica,-1.245919427,130.5,30.333333
Pica pica,1.051327873,130.5,30.333333
Pica pica,-0.667638795,9.083889,51.015833
Pica pica,1.318061259,3.66666,43.666666
Pica pica,-1.814957847,4.59,50.08
Pipra pipra,-0.760933905,-77.035261,-6.0294
Pipra pipra,0.911526643,-42.277658,-22.53629
Pipra pipra,2.932287547,-73.75,-4.916667
Pipra pipra,1.803940848,-73.75,-4.916667
Pipra pipra,-1.118524603,-40.033333,-19.76666
Pipra pipra,4.21120058,-48.295,-1.205555556
Pipra pipra,2.032496997,-48.29027778,-1.213888889
Pipra rubrocapilla,0.737760709,-42.277658,-22.53629
Pipra rubrocapilla,-1.535482797,-36.05,-8.966667
Pipra rubrocapilla,-1.535482797,-36.05,-8.966667
Pipra rubrocapilla,-0.610388034,-40.033333,-19.76666
Pipra rubrocapilla,-0.901650176,-48.295,-1.205555556
Pipra rubrocapilla,0.554612953,-48.29027778,-1.213888889
Pipraeidea melanonota,-0.367234527,-76.639117,3.776116
Pipraeidea melanonota,-0.642314406,-75.5666,4.71666667
Pipraeidea melanonota,1.749063581,-47.1,-22.816667
Pipraeidea melanonota,-1.168549616,-48.283333,-25.166667
Pipraeidea melanonota,-1.748979714,-75.416667,4.733333
Pipraeidea melanonota,-2.841577353,-67.283333,-5.433333
Pipraeidea melanonota,-2.751805338,-47.610207,-22.708708
Pipraeidea melanonota,1.749063581,-47.113757,-22.818101
Pipraeidea melanonota,1.230054643,-47.933333,-15.95
Pipraeidea melanonota,-0.830261219,-46.733333,-22.95
Pipraeidea melanonota,0.603202092,-48.383333,-19.166667
Pipraeidea melanonota,-0.581438129,-65.33844,-26.78572
Pipraeidea melanonota,1.019494951,-40.033333,-19.76666
Pipraeidea melanonota,0.591347871,-53.58555,-29.6425
Pipraeidea melanonota,0.702039407,-75.5666,4.71666667
Pipraeidea melanonota,-0.053817852,-65.88833333,-27.25
Pipraeidea melanonota,0.418239865,-65.77333333,-27.03
Pipraeidea melanonota,0.72531671,-64.67166667,-24.73
Pipraeidea melanonota,1.646853602,-64.69333333,-24.75666667
Pipraeidea melanonota,-0.471294955,-64.44833333,-24.09833333
Pipraeidea melanonota,-2.139774068,-64.86833333,-23.69333333
Pipraeidea melanonota,-0.595539893,-64.06666667,-23.03333333
Pipraeidea melanonota,1.173308554,-64.71,-22.27833333
Piranga flava,-0.440100781,-75.416667,4.733333
Piranga flava,1.134326569,-51.266667,-12.866667
Piranga flava,0.166258184,-41.333333,-12.983333
Piranga flava,1.230054643,-47.933333,-15.95
Piranga flava,0.99330802,-96.366667,19.6
Piranga flava,-0.61202272,-46.733333,-22.95
Piranga flava,0.27493059,-47.816667,-18.833333
Piranga flava,-1.211062579,-65.33844,-26.78572
Piranga flava,0.878071142,-65.625,-27.22666667
Piranga flava,1.549413293,-65.88833333,-27.25
Piranga olivacea,0.793061521,-79.271797,40.160169
Piranga olivacea,1.284841649,-76.666667,7.766667
Piranga olivacea,-0.254345782,-84.016667,10.416667
Piranga olivacea,0.500861939,-56.233333,-19.566667
Piranga olivacea,0.912466642,-47.416667,-22.816667
Piranga olivacea,0.564882756,-96.38027778,19.6
Piranga olivacea,-1.779012193,-94.122,36.138
Piranga olivacea,-1.566301405,-83.63,9.33
Pitangus sulphuratus,0.567846629,-47.1,-22.816667
Pitangus sulphuratus,-0.229191816,-47.1,-22.816667
Pitangus sulphuratus,-0.871119738,-89.486184,18.506978
Pitangus sulphuratus,-1.696640842,-48.283333,-25.166667
Pitangus sulphuratus,1.626516881,-77.035261,-6.0294
Pitangus sulphuratus,0.238697282,-47.592293,-22.480979
Pitangus sulphuratus,0.411536722,-47.427761,-22.825234
Pitangus sulphuratus,-1.710961581,-47.204638,-22.671644
Pitangus sulphuratus,-1.436382563,-47.504987,-22.568342
Pitangus sulphuratus,2.121022414,-67.283333,-5.433333
Pitangus sulphuratus,1.296472285,-47.610207,-22.708708
Pitangus sulphuratus,2.306881036,-43.224339,-22.860696
Pitangus sulphuratus,-0.997366652,-47.528614,-23.952088
